horodatage;ollama_ps;gpu_used_MiB;gpu_free_MiB;gpu_util_pct;vram_comfy;pid_llama_ollama
2026-09-20 04:08:21;ministral-3:8b    1922accd5827    5.7 GB    100% CPU     4096       Forever    ;3262, 6792, 2;pid_1008_luid_0x00000000_0x0000e5df_phys_0=1977MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB pid_10468_luid_0x00000000_0x0000e5df_phys_0=251MB
2026-09-20 04:09:23;ministral-3:8b    1922accd5827    5.4 GB    100% GPU     4096       Forever    ;9153, 901, 23;pid_42068_luid_0x00000000_0x0000e5df_phys_0=6152MB pid_1008_luid_0x00000000_0x0000e5df_phys_0=1977MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:10:24;;2909, 7145, 19;pid_1008_luid_0x00000000_0x0000e5df_phys_0=1982MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:11:25;;2909, 7145, 29;pid_1008_luid_0x00000000_0x0000e5df_phys_0=1982MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:12:26;;2950, 7104, 14;pid_1008_luid_0x00000000_0x0000e5df_phys_0=2018MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:13:27;ministral-3:8b    1922accd5827    5.7 GB    100% CPU     4096       Forever    ;2980, 7074, 12;pid_1008_luid_0x00000000_0x0000e5df_phys_0=2022MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:14:29;ministral-3:8b    1922accd5827    5.7 GB    100% CPU     4096       Forever    ;2992, 7062, 21;pid_1008_luid_0x00000000_0x0000e5df_phys_0=2034MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:15:30;ministral-3:8b    1922accd5827    5.7 GB    100% CPU     4096       Forever    ;3006, 7048, 46;pid_1008_luid_0x00000000_0x0000e5df_phys_0=2062MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
2026-09-20 04:16:31;ministral-3:8b    1922accd5827    5.7 GB    100% CPU     4096       Forever    ;2992, 7062, 24;pid_1008_luid_0x00000000_0x0000e5df_phys_0=2062MB pid_21892_luid_0x00000000_0x0000e5df_phys_0=847MB pid_30800_luid_0x00000000_0x0000e5df_phys_0=703MB
